mode,n_features,max_depth,n_estimators,rmse_percentual_train,mape_train,rmse_percentual_test,mape_test,processing_time
Fourier Ramps,4,30,700,0.8095442976902182,0.5587620340757352,11.035196951761144,8.01638391028753,14.872326100012287
Fourier Ramps,4,30,1000,0.8083795620447423,0.5578855791873122,11.094397188176986,8.082699704545758,20.538491299841553
Fourier Ramps,5,3,50,12.87312857494604,10.863029238350881,12.975053175005145,11.156025971234861,0.3893126000184566
Fourier Ramps,5,3,100,12.87337862565025,10.845507996971152,12.937487103025646,11.130036400764553,0.43077329988591373
Fourier Ramps,5,3,200,12.944104054998947,10.929032417361087,13.003326281491793,11.200952372833639,0.831264500040561
Fourier Ramps,5,3,300,12.899441173551102,10.886887833812576,12.997057512077227,11.186389185850665,1.2438976000994444
Fourier Ramps,5,3,400,12.891857266388419,10.867349992790789,12.9624004891586,11.15434058855929,1.625185800017789
Fourier Ramps,5,3,500,12.888215988275341,10.869371529250115,12.970678455874276,11.16020181599798,2.117605600040406
Fourier Ramps,5,3,700,12.892314151938347,10.875714837176593,12.976102792687415,11.168164841890551,2.8457633999641985
Fourier Ramps,5,3,1000,12.872109224922141,10.853736777170365,12.975474108771419,11.15739537745616,4.025801900075749
Fourier Ramps,5,6,50,9.525108584712985,7.738815869654256,12.280349171702406,9.771916045069414,0.364908300107345
Fourier Ramps,5,6,100,9.539308187086561,7.7466245495971435,12.288501354252364,9.820751241140233,0.739819600014016
Fourier Ramps,5,6,200,9.550773722439418,7.751226172480963,12.288926674241935,9.78310106179497,1.4205147998873144
Fourier Ramps,5,6,300,9.522332361888784,7.742002444647181,12.241304746623358,9.741277771482691,2.0995173000264913
Fourier Ramps,5,6,400,9.529159541082045,7.738311266530016,12.2680929839346,9.77915775099899,2.7261006000917405
Fourier Ramps,5,6,500,9.531690420797819,7.740754169865754,12.283954397500873,9.773702518323347,3.40205130004324
Fourier Ramps,5,6,700,9.529762164339918,7.739511902867771,12.264361174716152,9.772641004131218,4.728599400026724
Fourier Ramps,5,6,1000,9.528463218106966,7.740472526313061,12.259900168560911,9.764012385122255,6.724183999933302
Fourier Ramps,5,9,50,6.437000234061904,5.017329158965292,11.343056330698266,8.560701972504484,0.5466835000552237
Fourier Ramps,5,9,100,6.3827726645507585,4.962646007972106,11.271355247200622,8.552362144462467,1.0328981999773532
